id_pedido,data_pedido,data_entrega,transportadora,regiao,status,valor
403,2026-03-11,2026-03-20,LogX,Sul,atraso,301.58
404,2026-01-15,2026-01-16,Speedy,Sudeste,entregue,936.91
405,2026-02-23,2026-02-25,FastLog,Centro-Oeste,entregue,733.96
406,2026-03-01,2026-03-02,LogX,Norte,entregue,766.12
407,2026-01-08,2026-01-10,LogX,Sul,entregue,258.11
408,2026-02-22,2026-03-02,Speedy,Norte,atraso,470.89
409,2026-03-01,2026-03-06,LogX,Norte,atraso,636.92
410,2026-01-05,2026-01-12,Speedy,Nordeste,atraso,781.47
411,2026-03-09,2026-03-11,Speedy,Nordeste,entregue,148.76
412,2026-01-06,2026-01-14,UltraShip,Sul,atraso,964.25
413,2026-02-16,2026-02-22,LogX,Nordeste,atraso,895.71
414,2026-02-24,2026-03-04,LogX,Nordeste,atraso,306.83
415,2026-02-09,2026-02-10,Speedy,Nordeste,entregue,831.62
416,2026-02-21,2026-02-22,UltraShip,Norte,entregue,542.41
417,2026-01-16,2026-01-23,UltraShip,Sul,atraso,488.72
418,2026-01-13,2026-01-21,LogX,Norte,atraso,348.71
419,2026-01-30,2026-02-02,FastLog,Centro-Oeste,entregue,601.92
420,2026-01-19,2026-01-24,LogX,Norte,atraso,743.39
421,2026-01-17,2026-01-18,Speedy,Centro-Oeste,entregue,440.39
422,2026-03-04,2026-03-11,LogX,Sudeste,atraso,647.76
423,2026-01-19,2026-01-24,LogX,Sudeste,atraso,714.35
424,2026-02-27,2026-03-07,Speedy,Centro-Oeste,atraso,725.57
425,2026-02-24,2026-03-04,LogX,Centro-Oeste,atraso,99.37
426,2026-03-31,2026-04-09,UltraShip,Norte,atraso,866.76
427,2026-03-31,2026-04-07,LogX,Centro-Oeste,atraso,485.34
428,2026-03-03,2026-03-04,LogX,Sul,entregue,299.3
429,2026-01-23,2026-01-26,LogX,Sudeste,entregue,279.68
430,2026-01-09,2026-01-17,Speedy,Sudeste,atraso,508.86
431,2026-01-12,2026-01-15,FastLog,Centro-Oeste,entregue,892.49
432,2026-01-01,2026-01-09,FastLog,Nordeste,atraso,409.43
433,2026-02-27,2026-02-28,UltraShip,Nordeste,entregue,762.24
434,2026-01-01,2026-01-06,FastLog,Centro-Oeste,atraso,141.98
435,2026-02-03,2026-02-07,LogX,Sul,entregue,502.25
436,2026-02-17,2026-02-22,LogX,Nordeste,atraso,992.1
437,2026-03-30,2026-04-07,LogX,Centro-Oeste,atraso,781.92
438,2026-01-01,2026-01-05,Speedy,Sul,entregue,250.0
439,2026-01-16,2026-01-20,FastLog,Sul,entregue,526.37
440,2026-03-02,2026-03-05,LogX,Norte,entregue,271.94
441,2026-03-05,2026-03-12,LogX,Sul,atraso,439.08
442,2026-03-04,2026-03-07,Speedy,Nordeste,entregue,791.08
443,2026-03-10,2026-03-13,FastLog,Nordeste,entregue,782.66
444,2026-01-22,2026-01-27,LogX,Centro-Oeste,atraso,266.7
445,2026-03-08,2026-03-13,FastLog,Centro-Oeste,atraso,926.11
446,2026-03-17,2026-03-23,FastLog,Sul,atraso,612.94
447,2026-01-26,2026-02-03,FastLog,Sudeste,atraso,410.93
448,2026-01-16,2026-01-22,FastLog,Norte,atraso,526.84
449,2026-02-20,2026-02-21,Speedy,Sudeste,entregue,624.82
450,2026-03-27,2026-04-04,FastLog,Sul,atraso,581.9
451,2026-02-26,2026-03-06,UltraShip,Sul,atraso,512.08
452,2026-01-29,2026-02-07,UltraShip,Sudeste,atraso,529.69
453,2026-03-19,2026-03-28,LogX,Norte,atraso,217.59
454,2026-03-10,2026-03-12,FastLog,Sudeste,entregue,822.1
455,2026-02-16,2026-02-18,LogX,Centro-Oeste,entregue,564.67
456,2026-03-03,2026-03-06,Speedy,Nordeste,entregue,174.53
457,2026-03-10,2026-03-11,LogX,Centro-Oeste,entregue,777.85
458,2026-03-17,2026-03-21,FastLog,Nordeste,entregue,935.82
459,2026-01-16,2026-01-20,LogX,Sul,entregue,949.94
460,2026-03-31,2026-04-09,Speedy,Norte,atraso,400.57
461,2026-03-31,2026-04-09,Speedy,Sudeste,atraso,178.74
462,2026-02-17,2026-02-26,FastLog,Norte,atraso,542.48
463,2026-03-26,2026-04-02,Speedy,Sudeste,atraso,156.98
464,2026-02-08,2026-02-10,FastLog,Centro-Oeste,entregue,937.29
465,2026-02-02,2026-02-07,FastLog,Centro-Oeste,atraso,224.4
466,2026-01-23,2026-01-27,UltraShip,Sudeste,entregue,290.13
467,2026-01-10,2026-01-18,FastLog,Norte,atraso,436.3
468,2026-03-10,2026-03-12,FastLog,Sudeste,entregue,414.01
469,2026-02-03,2026-02-09,FastLog,Sul,atraso,804.93
470,2026-02-21,2026-02-26,UltraShip,Centro-Oeste,atraso,483.5
471,2026-01-10,2026-01-12,Speedy,Sul,entregue,212.23
472,2026-01-19,2026-01-20,Speedy,Centro-Oeste,entregue,303.85
473,2026-02-27,2026-03-07,Speedy,Centro-Oeste,atraso,533.66
474,2026-01-01,2026-01-03,FastLog,Nordeste,entregue,190.08
475,2026-03-10,2026-03-17,LogX,Sul,atraso,631.07
476,2026-01-04,2026-01-13,LogX,Sul,atraso,587.46
477,2026-01-16,2026-01-25,FastLog,Nordeste,atraso,728.97
478,2026-01-24,2026-02-01,LogX,Norte,atraso,940.82
479,2026-03-21,2026-03-30,UltraShip,Sul,atraso,916.64
480,2026-01-02,2026-01-04,FastLog,Sudeste,entregue,948.77
481,2026-02-01,2026-02-07,FastLog,Nordeste,atraso,282.48
482,2026-03-25,2026-03-29,FastLog,Sul,entregue,174.99
483,2026-01-24,2026-01-28,FastLog,Norte,entregue,337.16
484,2026-01-12,2026-01-17,UltraShip,Sul,atraso,900.33
485,2026-02-19,2026-02-22,LogX,Centro-Oeste,entregue,973.45
486,2026-02-04,2026-02-05,LogX,Sudeste,entregue,866.36
487,2026-02-02,2026-02-10,Speedy,Nordeste,atraso,154.52
488,2026-02-02,2026-02-07,FastLog,Centro-Oeste,atraso,950.06
489,2026-03-02,2026-03-05,LogX,Norte,entregue,452.19
490,2026-02-20,2026-02-27,LogX,Centro-Oeste,atraso,58.84
491,2026-02-12,2026-02-19,LogX,Centro-Oeste,atraso,470.27
492,2026-01-12,2026-01-13,UltraShip,Norte,entregue,93.77
493,2026-03-08,2026-03-17,Speedy,Centro-Oeste,atraso,566.68
494,2026-03-06,2026-03-08,LogX,Nordeste,entregue,371.63
495,2026-02-02,2026-02-07,Speedy,Sul,atraso,499.76
496,2026-02-09,2026-02-14,FastLog,Centro-Oeste,atraso,632.51
497,2026-03-15,2026-03-23,FastLog,Nordeste,atraso,875.36
498,2026-02-12,2026-02-20,FastLog,Sul,atraso,678.81
499,2026-02-13,2026-02-20,LogX,Sul,atraso,462.35
500,2026-01-29,2026-02-05,LogX,Centro-Oeste,atraso,828.46
501,2026-01-13,2026-01-19,Speedy,Nordeste,atraso,910.3
502,2026-01-12,2026-01-18,UltraShip,Centro-Oeste,atraso,163.77
503,2026-02-15,2026-02-24,LogX,Norte,atraso,555.34
504,2026-01-02,2026-01-08,LogX,Sul,atraso,320.29
505,2026-02-04,2026-02-06,FastLog,Centro-Oeste,entregue,94.71
506,2026-03-28,2026-03-30,FastLog,Sul,entregue,685.12
507,2026-03-22,2026-03-27,LogX,Nordeste,atraso,869.63
508,2026-03-31,2026-04-04,LogX,Sudeste,entregue,204.76
509,2026-01-08,2026-01-10,Speedy,Centro-Oeste,entregue,821.79
510,2026-01-26,2026-01-29,FastLog,Centro-Oeste,entregue,860.73
511,2026-03-15,2026-03-22,FastLog,Sul,atraso,918.62
512,2026-03-31,2026-04-08,LogX,Nordeste,atraso,302.02
513,2026-02-03,2026-02-09,FastLog,Norte,atraso,908.76
514,2026-01-07,2026-01-12,FastLog,Nordeste,atraso,354.63
515,2026-03-09,2026-03-10,Speedy,Centro-Oeste,entregue,574.72
516,2026-02-27,2026-03-07,FastLog,Norte,atraso,97.98
517,2026-03-16,2026-03-19,Speedy,Nordeste,entregue,91.69
518,2026-01-29,2026-02-04,FastLog,Sudeste,atraso,734.35
519,2026-02-05,2026-02-08,FastLog,Sul,entregue,472.26
520,2026-03-30,2026-04-06,LogX,Nordeste,atraso,293.48
521,2026-01-21,2026-01-28,Speedy,Nordeste,atraso,230.89
522,2026-02-05,2026-02-14,LogX,Sudeste,atraso,686.46
523,2026-01-10,2026-01-15,Speedy,Centro-Oeste,atraso,50.38
524,2026-03-14,2026-03-22,FastLog,Sul,atraso,815.6
525,2026-01-24,2026-02-01,Speedy,Nordeste,atraso,125.29
526,2026-03-05,2026-03-06,FastLog,Norte,entregue,231.92
527,2026-02-18,2026-02-23,Speedy,Nordeste,atraso,416.92
528,2026-02-05,2026-02-08,LogX,Sul,entregue,510.62
529,2026-03-23,2026-03-24,UltraShip,Nordeste,entregue,387.25
530,2026-01-24,2026-01-28,LogX,Sudeste,entregue,354.68
531,2026-01-23,2026-01-31,FastLog,Nordeste,atraso,965.72
532,2026-03-03,2026-03-06,FastLog,Nordeste,entregue,659.5
533,2026-02-06,2026-02-08,Speedy,Norte,entregue,72.26
534,2026-01-12,2026-01-21,LogX,Sudeste,atraso,458.67
535,2026-02-24,2026-03-01,Speedy,Sudeste,atraso,881.26
536,2026-01-13,2026-01-20,FastLog,Nordeste,atraso,336.38
537,2026-01-23,2026-01-25,LogX,Norte,entregue,139.83
538,2026-03-30,2026-04-08,FastLog,Nordeste,atraso,770.47
539,2026-01-30,2026-02-08,UltraShip,Nordeste,atraso,625.71
540,2026-01-17,2026-01-21,Speedy,Sul,entregue,591.8
541,2026-03-03,2026-03-07,UltraShip,Sul,entregue,100.9
542,2026-03-25,2026-03-31,FastLog,Norte,atraso,183.47
543,2026-03-30,2026-04-05,Speedy,Centro-Oeste,atraso,641.42
544,2026-03-27,2026-03-28,Speedy,Sul,entregue,247.43
545,2026-01-13,2026-01-22,LogX,Centro-Oeste,atraso,528.87
546,2026-02-28,2026-03-02,Speedy,Sudeste,entregue,567.64
547,2026-01-19,2026-01-24,UltraShip,Sul,atraso,319.33
548,2026-02-18,2026-02-27,UltraShip,Sul,atraso,951.0
549,2026-01-12,2026-01-16,Speedy,Norte,entregue,850.34
550,2026-03-02,2026-03-05,FastLog,Centro-Oeste,entregue,736.25
551,2026-01-19,2026-01-26,FastLog,Sul,atraso,124.09
552,2026-03-17,2026-03-23,UltraShip,Sul,atraso,150.82
553,2026-01-09,2026-01-17,FastLog,Norte,atraso,518.14
554,2026-03-12,2026-03-15,Speedy,Norte,entregue,202.68
555,2026-01-28,2026-02-02,Speedy,Centro-Oeste,atraso,979.35
556,2026-03-19,2026-03-23,Speedy,Sudeste,entregue,200.59
557,2026-02-21,2026-02-25,UltraShip,Sudeste,entregue,513.09
558,2026-03-24,2026-03-28,LogX,Nordeste,entregue,395.92
559,2026-01-16,2026-01-24,LogX,Sul,atraso,657.42
560,2026-03-10,2026-03-16,FastLog,Centro-Oeste,atraso,172.58
561,2026-01-12,2026-01-15,LogX,Sul,entregue,458.8
562,2026-01-25,2026-01-30,FastLog,Centro-Oeste,atraso,310.97
563,2026-02-21,2026-02-27,LogX,Centro-Oeste,atraso,893.36
564,2026-03-26,2026-03-31,Speedy,Centro-Oeste,atraso,88.56
565,2026-02-22,2026-02-28,UltraShip,Sul,atraso,918.04
566,2026-01-23,2026-01-31,FastLog,Norte,atraso,841.34
567,2026-01-16,2026-01-23,LogX,Sul,atraso,332.69
568,2026-02-26,2026-03-03,UltraShip,Centro-Oeste,atraso,799.83
569,2026-02-08,2026-02-14,FastLog,Nordeste,atraso,79.65
570,2026-02-22,2026-02-26,FastLog,Sudeste,entregue,968.52
571,2026-02-11,2026-02-20,FastLog,Centro-Oeste,atraso,550.27
572,2026-02-27,2026-03-03,LogX,Nordeste,entregue,338.12
573,2026-02-08,2026-02-09,FastLog,Norte,entregue,394.45
574,2026-01-14,2026-01-21,UltraShip,Centro-Oeste,atraso,113.09
575,2026-01-05,2026-01-12,LogX,Nordeste,atraso,989.88
576,2026-02-04,2026-02-08,LogX,Centro-Oeste,entregue,87.33
577,2026-03-28,2026-03-31,FastLog,Sul,entregue,672.16
578,2026-03-16,2026-03-24,LogX,Nordeste,atraso,470.6
579,2026-01-18,2026-01-23,Speedy,Sul,atraso,951.47
580,2026-03-17,2026-03-24,Speedy,Sul,atraso,283.7
581,2026-01-09,2026-01-13,Speedy,Nordeste,entregue,555.48
582,2026-03-15,2026-03-19,LogX,Sudeste,entregue,508.24
583,2026-02-27,2026-03-07,UltraShip,Nordeste,atraso,717.72
584,2026-01-17,2026-01-25,Speedy,Sudeste,atraso,114.61
585,2026-01-07,2026-01-09,Speedy,Centro-Oeste,entregue,234.1
586,2026-02-15,2026-02-17,FastLog,Centro-Oeste,entregue,253.84
587,2026-01-13,2026-01-16,FastLog,Nordeste,entregue,751.24
588,2026-02-09,2026-02-12,FastLog,Centro-Oeste,entregue,229.68
589,2026-02-11,2026-02-12,Speedy,Norte,entregue,594.82
590,2026-01-09,2026-01-12,LogX,Sul,entregue,254.48
591,2026-02-19,2026-02-25,LogX,Sul,atraso,868.54
592,2026-01-27,2026-02-04,UltraShip,Sudeste,atraso,945.08
593,2026-03-07,2026-03-13,UltraShip,Centro-Oeste,atraso,542.57
594,2026-01-05,2026-01-10,UltraShip,Sudeste,atraso,384.69
595,2026-01-29,2026-02-02,LogX,Sul,entregue,272.35
596,2026-02-06,2026-02-09,Speedy,Sul,entregue,97.29
597,2026-02-07,2026-02-11,FastLog,Centro-Oeste,entregue,305.08
598,2026-03-24,2026-03-31,FastLog,Norte,atraso,671.52
599,2026-01-08,2026-01-09,FastLog,Norte,entregue,556.94
600,2026-03-06,2026-03-13,LogX,Centro-Oeste,atraso,946.84
601,2026-03-27,2026-03-28,LogX,Centro-Oeste,entregue,426.46
602,2026-01-17,2026-01-19,Speedy,Sudeste,entregue,709.17
603,2026-03-12,2026-03-16,FastLog,Centro-Oeste,entregue,514.86
604,2026-03-30,2026-03-31,Speedy,Norte,entregue,536.95
605,2026-02-14,2026-02-23,LogX,Centro-Oeste,atraso,304.39
606,2026-01-04,2026-01-10,FastLog,Sudeste,atraso,482.2
607,2026-02-05,2026-02-06,LogX,Sudeste,entregue,497.25
608,2026-03-11,2026-03-12,FastLog,Sudeste,entregue,721.31
609,2026-01-31,2026-02-06,LogX,Sudeste,atraso,943.61
610,2026-01-19,2026-01-23,LogX,Nordeste,entregue,362.86
611,2026-03-02,2026-03-06,FastLog,Centro-Oeste,entregue,90.09
612,2026-02-23,2026-03-01,FastLog,Sul,atraso,521.48
613,2026-02-08,2026-02-15,LogX,Centro-Oeste,atraso,567.24
614,2026-03-15,2026-03-24,UltraShip,Nordeste,atraso,210.02
615,2026-03-31,2026-04-05,LogX,Sudeste,atraso,772.44
616,2026-01-19,2026-01-28,Speedy,Nordeste,atraso,985.68
617,2026-02-08,2026-02-12,Speedy,Norte,entregue,948.49
618,2026-03-08,2026-03-10,UltraShip,Norte,entregue,237.25
619,2026-02-14,2026-02-17,Speedy,Centro-Oeste,entregue,881.6
620,2026-01-13,2026-01-14,LogX,Centro-Oeste,entregue,719.27
621,2026-02-27,2026-03-05,Speedy,Sul,atraso,481.15
622,2026-01-20,2026-01-26,UltraShip,Sul,atraso,563.58
623,2026-03-13,2026-03-14,LogX,Norte,entregue,857.12
624,2026-03-02,2026-03-05,LogX,Sudeste,entregue,506.13
625,2026-02-08,2026-02-13,FastLog,Nordeste,atraso,404.55
626,2026-01-01,2026-01-04,Speedy,Sul,entregue,518.59
627,2026-01-03,2026-01-06,Speedy,Sul,entregue,600.17
628,2026-03-18,2026-03-21,FastLog,Sudeste,entregue,229.62
629,2026-03-03,2026-03-08,LogX,Sudeste,atraso,905.86
630,2026-03-04,2026-03-09,LogX,Centro-Oeste,atraso,690.48
631,2026-01-25,2026-01-29,FastLog,Nordeste,entregue,651.61
632,2026-02-25,2026-02-26,UltraShip,Sudeste,entregue,144.52
633,2026-02-02,2026-02-07,FastLog,Sul,atraso,623.97
634,2026-02-07,2026-02-12,FastLog,Sul,atraso,164.91
635,2026-01-06,2026-01-10,LogX,Norte,entregue,124.76
636,2026-02-27,2026-03-05,Speedy,Sudeste,atraso,550.95
637,2026-02-13,2026-02-17,FastLog,Centro-Oeste,entregue,432.65
638,2026-02-14,2026-02-21,Speedy,Nordeste,atraso,609.37
639,2026-02-01,2026-02-08,LogX,Centro-Oeste,atraso,134.76
640,2026-02-14,2026-02-16,FastLog,Sul,entregue,459.43
641,2026-03-02,2026-03-05,FastLog,Centro-Oeste,entregue,216.05
642,2026-02-16,2026-02-17,LogX,Sul,entregue,987.75
643,2026-01-21,2026-01-29,FastLog,Sul,atraso,583.09
644,2026-03-21,2026-03-30,UltraShip,Sul,atraso,703.07
645,2026-03-26,2026-03-30,Speedy,Sul,entregue,359.15
646,2026-03-16,2026-03-22,UltraShip,Sul,atraso,140.0
647,2026-02-05,2026-02-14,FastLog,Norte,atraso,977.08
648,2026-01-19,2026-01-25,UltraShip,Centro-Oeste,atraso,321.95
649,2026-01-20,2026-01-29,LogX,Norte,atraso,452.62
650,2026-02-26,2026-03-02,LogX,Norte,entregue,667.37
651,2026-01-18,2026-01-26,FastLog,Sudeste,atraso,73.46
652,2026-02-16,2026-02-25,FastLog,Sudeste,atraso,819.75
653,2026-02-18,2026-02-22,Speedy,Sudeste,entregue,559.75
654,2026-01-14,2026-01-19,LogX,Nordeste,atraso,314.31
655,2026-01-15,2026-01-23,FastLog,Sudeste,atraso,108.53
656,2026-01-31,2026-02-06,Speedy,Centro-Oeste,atraso,204.37
657,2026-01-01,2026-01-08,FastLog,Norte,atraso,900.28
658,2026-02-23,2026-02-26,LogX,Centro-Oeste,entregue,701.72
659,2026-01-03,2026-01-10,LogX,Sudeste,atraso,287.41
660,2026-01-16,2026-01-24,Speedy,Nordeste,atraso,112.32
661,2026-03-28,2026-04-03,Speedy,Nordeste,atraso,706.08
662,2026-02-26,2026-03-07,LogX,Norte,atraso,593.79
663,2026-03-16,2026-03-22,LogX,Centro-Oeste,atraso,434.29
664,2026-01-12,2026-01-21,LogX,Sul,atraso,395.43
665,2026-03-15,2026-03-19,Speedy,Centro-Oeste,entregue,255.97
666,2026-01-16,2026-01-24,LogX,Sudeste,atraso,686.13
667,2026-03-13,2026-03-17,FastLog,Sul,entregue,972.13
668,2026-03-17,2026-03-19,FastLog,Nordeste,entregue,216.93
669,2026-01-24,2026-02-02,LogX,Norte,atraso,617.26
670,2026-01-28,2026-02-02,LogX,Norte,atraso,452.98
671,2026-01-08,2026-01-12,Speedy,Nordeste,entregue,474.35
672,2026-02-05,2026-02-07,FastLog,Sudeste,entregue,291.44
673,2026-03-31,2026-04-01,LogX,Nordeste,entregue,833.88
674,2026-01-08,2026-01-15,Speedy,Sudeste,atraso,510.99
675,2026-02-27,2026-03-05,Speedy,Sul,atraso,566.24
676,2026-03-01,2026-03-03,LogX,Nordeste,entregue,339.52
677,2026-02-19,2026-02-27,LogX,Sudeste,atraso,222.72
678,2026-01-28,2026-02-01,LogX,Sul,entregue,131.61
679,2026-02-10,2026-02-18,UltraShip,Nordeste,atraso,728.41
680,2026-03-05,2026-03-12,FastLog,Norte,atraso,236.42
681,2026-01-27,2026-02-01,UltraShip,Nordeste,atraso,705.57
682,2026-03-04,2026-03-12,Speedy,Centro-Oeste,atraso,420.86
683,2026-01-17,2026-01-26,LogX,Nordeste,atraso,444.99
684,2026-03-14,2026-03-19,FastLog,Centro-Oeste,atraso,495.72
685,2026-02-02,2026-02-07,LogX,Sul,atraso,399.32
686,2026-03-25,2026-03-27,LogX,Nordeste,entregue,145.59
687,2026-03-18,2026-03-23,FastLog,Sul,atraso,344.15
688,2026-01-29,2026-02-01,Speedy,Sul,entregue,680.55
689,2026-01-13,2026-01-20,UltraShip,Sudeste,atraso,682.5
690,2026-02-15,2026-02-20,LogX,Sul,atraso,321.91
691,2026-02-04,2026-02-12,Speedy,Sul,atraso,487.1
692,2026-01-06,2026-01-07,FastLog,Nordeste,entregue,233.77
693,2026-03-23,2026-03-26,LogX,Nordeste,entregue,249.85
694,2026-03-10,2026-03-13,FastLog,Norte,entregue,71.89
695,2026-02-16,2026-02-25,Speedy,Sudeste,atraso,901.91
696,2026-01-25,2026-01-30,UltraShip,Sul,atraso,250.17
697,2026-03-07,2026-03-16,Speedy,Sudeste,atraso,266.16
698,2026-01-10,2026-01-19,FastLog,Centro-Oeste,atraso,315.62
699,2026-02-25,2026-02-26,LogX,Sul,entregue,171.04
700,2026-01-30,2026-02-01,LogX,Sudeste,entregue,657.3
701,2026-01-05,2026-01-10,LogX,Norte,atraso,121.39
702,2026-02-02,2026-02-06,Speedy,Norte,entregue,177.49
703,2026-03-06,2026-03-15,Speedy,Sul,atraso,662.52
704,2026-01-18,2026-01-25,Speedy,Centro-Oeste,atraso,372.68
705,2026-02-18,2026-02-24,LogX,Norte,atraso,722.55
706,2026-01-11,2026-01-18,FastLog,Norte,atraso,579.55
707,2026-03-26,2026-03-27,FastLog,Centro-Oeste,entregue,293.22
708,2026-01-26,2026-01-27,LogX,Sudeste,entregue,668.29
709,2026-03-04,2026-03-12,LogX,Norte,atraso,160.46
710,2026-03-30,2026-04-01,Speedy,Nordeste,entregue,559.59
711,2026-03-27,2026-04-05,Speedy,Norte,atraso,465.29
712,2026-02-28,2026-03-07,FastLog,Sudeste,atraso,304.48
713,2026-01-27,2026-02-02,LogX,Sudeste,atraso,623.8
714,2026-02-18,2026-02-19,FastLog,Sul,entregue,877.77
715,2026-03-18,2026-03-19,FastLog,Nordeste,entregue,998.96
716,2026-02-02,2026-02-04,Speedy,Sudeste,entregue,627.37
717,2026-01-01,2026-01-07,FastLog,Centro-Oeste,atraso,434.47
718,2026-01-21,2026-01-27,LogX,Nordeste,atraso,263.95
719,2026-02-24,2026-02-26,FastLog,Nordeste,entregue,294.24
720,2026-01-06,2026-01-07,UltraShip,Centro-Oeste,entregue,505.48
721,2026-03-22,2026-03-27,LogX,Norte,atraso,398.91
722,2026-03-10,2026-03-15,FastLog,Centro-Oeste,atraso,918.12
723,2026-01-05,2026-01-07,LogX,Centro-Oeste,entregue,399.88
724,2026-01-03,2026-01-09,Speedy,Norte,atraso,404.77
725,2026-02-22,2026-03-03,UltraShip,Norte,atraso,414.36
726,2026-01-23,2026-01-25,FastLog,Norte,entregue,844.79
727,2026-02-22,2026-02-24,UltraShip,Norte,entregue,668.25
728,2026-02-06,2026-02-09,UltraShip,Norte,entregue,633.46
729,2026-03-15,2026-03-22,UltraShip,Centro-Oeste,atraso,367.44
730,2026-03-15,2026-03-21,Speedy,Sul,atraso,827.01
731,2026-03-24,2026-04-01,Speedy,Sul,atraso,86.45
732,2026-01-17,2026-01-25,LogX,Sudeste,atraso,877.26
733,2026-03-26,2026-04-01,Speedy,Sul,atraso,537.11
734,2026-03-19,2026-03-22,LogX,Sul,entregue,428.34
735,2026-03-14,2026-03-17,Speedy,Centro-Oeste,entregue,522.31
736,2026-01-01,2026-01-02,LogX,Norte,entregue,684.04
737,2026-02-20,2026-02-27,Speedy,Norte,atraso,62.13
738,2026-02-14,2026-02-19,Speedy,Centro-Oeste,atraso,877.97
739,2026-03-18,2026-03-22,FastLog,Sul,entregue,474.4
740,2026-01-04,2026-01-08,Speedy,Centro-Oeste,entregue,375.82
741,2026-03-03,2026-03-07,LogX,Sudeste,entregue,181.33
742,2026-03-06,2026-03-12,Speedy,Norte,atraso,467.49
743,2026-02-01,2026-02-09,LogX,Nordeste,atraso,521.51
744,2026-02-03,2026-02-11,LogX,Sudeste,atraso,433.46
745,2026-03-13,2026-03-18,UltraShip,Sudeste,atraso,694.73
746,2026-02-08,2026-02-14,FastLog,Centro-Oeste,atraso,449.85
747,2026-01-26,2026-01-30,Speedy,Sul,entregue,963.35
748,2026-02-03,2026-02-12,LogX,Norte,atraso,619.31
749,2026-02-23,2026-03-03,LogX,Nordeste,atraso,817.1
750,2026-01-03,2026-01-04,LogX,Sudeste,entregue,153.89
751,2026-02-19,2026-02-21,LogX,Nordeste,entregue,427.43
752,2026-01-12,2026-01-21,LogX,Sul,atraso,370.01
753,2026-03-06,2026-03-14,FastLog,Sul,atraso,591.01
754,2026-02-23,2026-02-26,FastLog,Nordeste,entregue,868.06
755,2026-01-05,2026-01-13,FastLog,Norte,atraso,124.42
756,2026-02-26,2026-02-27,UltraShip,Sul,entregue,118.95
757,2026-01-17,2026-01-21,UltraShip,Nordeste,entregue,857.8
758,2026-02-16,2026-02-19,LogX,Sudeste,entregue,252.21
759,2026-01-23,2026-01-29,Speedy,Nordeste,atraso,685.32
760,2026-03-20,2026-03-27,LogX,Nordeste,atraso,565.73
761,2026-03-26,2026-03-30,Speedy,Centro-Oeste,entregue,841.25
762,2026-01-14,2026-01-21,Speedy,Sul,atraso,168.83
763,2026-03-07,2026-03-16,UltraShip,Norte,atraso,173.29
764,2026-03-16,2026-03-18,LogX,Norte,entregue,578.98
765,2026-02-20,2026-02-23,Speedy,Centro-Oeste,entregue,949.06
766,2026-02-07,2026-02-12,FastLog,Norte,atraso,444.25
767,2026-03-05,2026-03-08,UltraShip,Nordeste,entregue,360.59
768,2026-02-07,2026-02-15,FastLog,Centro-Oeste,atraso,626.35
769,2026-02-19,2026-02-27,Speedy,Sudeste,atraso,933.93
770,2026-03-23,2026-03-31,Speedy,Sul,atraso,845.08
771,2026-01-30,2026-02-08,Speedy,Sul,atraso,995.71
772,2026-03-20,2026-03-24,FastLog,Sul,entregue,71.44
773,2026-02-20,2026-02-25,UltraShip,Nordeste,atraso,157.22
774,2026-03-04,2026-03-09,FastLog,Sudeste,atraso,628.99
775,2026-02-21,2026-03-01,Speedy,Centro-Oeste,atraso,829.55
776,2026-02-07,2026-02-14,FastLog,Centro-Oeste,atraso,320.98
777,2026-03-29,2026-04-07,LogX,Sul,atraso,277.25
778,2026-03-20,2026-03-28,LogX,Sudeste,atraso,797.63
779,2026-01-30,2026-02-01,LogX,Sudeste,entregue,103.56
780,2026-02-20,2026-02-24,FastLog,Sudeste,entregue,400.91
781,2026-03-22,2026-03-28,FastLog,Norte,atraso,530.52
782,2026-01-05,2026-01-07,LogX,Norte,entregue,582.33
783,2026-01-29,2026-02-05,Speedy,Sul,atraso,742.18
784,2026-01-04,2026-01-07,UltraShip,Sudeste,entregue,387.1
785,2026-01-10,2026-01-13,FastLog,Sudeste,entregue,632.05
786,2026-02-25,2026-02-27,LogX,Centro-Oeste,entregue,606.11
787,2026-01-17,2026-01-25,FastLog,Centro-Oeste,atraso,570.24
788,2026-03-15,2026-03-21,FastLog,Sul,atraso,658.46
789,2026-01-17,2026-01-18,Speedy,Sudeste,entregue,296.48
790,2026-03-25,2026-03-26,Speedy,Sul,entregue,130.42
791,2026-03-29,2026-04-05,FastLog,Centro-Oeste,atraso,163.31
792,2026-03-10,2026-03-18,FastLog,Centro-Oeste,atraso,263.35
793,2026-02-03,2026-02-08,FastLog,Norte,atraso,525.19
794,2026-01-06,2026-01-11,Speedy,Sul,atraso,848.42
795,2026-02-22,2026-02-26,UltraShip,Sul,entregue,716.23
796,2026-03-07,2026-03-13,FastLog,Sudeste,atraso,799.59
797,2026-03-18,2026-03-24,FastLog,Sudeste,atraso,383.43
798,2026-02-12,2026-02-15,UltraShip,Norte,entregue,434.42
799,2026-03-16,2026-03-25,UltraShip,Nordeste,atraso,424.0
800,2026-01-23,2026-01-30,LogX,Nordeste,atraso,232.28
801,2026-02-24,2026-02-25,FastLog,Nordeste,entregue,108.16
802,2026-03-21,2026-03-28,FastLog,Sul,atraso,611.37
803,2026-03-16,2026-03-21,LogX,Sul,atraso,989.76
804,2026-01-16,2026-01-21,LogX,Centro-Oeste,atraso,208.49
805,2026-01-08,2026-01-10,FastLog,Sul,entregue,94.35
